company_name,status_label,year,current_assets,cogs,depreciation_&_amortization,ebitda,inventory,net_income,total_receivables,market_value,net_sales,total_assets,longterm_debt,ebit,gross_profit,current_liabilities,retained_earnings,total_revenue,total_liabilities,total_operating_expenses
C_2980,alive,2005,34.361,107.979,3.396,15.357,16.023,4.838,12.017,69.1794,152.981,69.796,27.314,11.961,45.002,32.224,-17.81,152.981,60.22,137.624
C_2982,alive,1999,12.335,33.125,0.686,-0.351,2.134,-3.054,5.186,5.3941,35.519,33.114,11.333,-1.037,2.394,18.916,-7.784,35.519,30.249,35.87
C_2989,alive,1999,31.435,54.691,0.805,12.073,13.779,5.689,14.586,96.187,84.986,46.717,4.677,11.268,30.295,18.128,19.046,84.986,22.888,72.913
C_2989,alive,2000,35.483,55.64,0.874,10.53,15.322,4.28,17.61,41.8568,85.499,50.101,8.588,9.656,29.859,24.221,22.654,85.499,32.897,74.969
C_2989,alive,2001,36.868,48.727,0.899,8.145,12.65,4.687,21.579,66.0464,71.107,52.361,8.076,7.246,22.38,26.262,25.914,71.107,34.579,62.962
C_2989,alive,2002,27.539,50.181,0.569,8.353,8.57,6.16,17.304,90.3488,73.509,44.492,5.746,7.784,23.328,16.122,30.38,73.509,21.868,65.156
C_2989,alive,2003,25.684,48.369,0.65,8.141,9.394,6.846,11.923,97.6448,71.817,43.34,4.322,7.491,23.448,17.983,35.684,71.817,22.802,63.676
C_2989,alive,2004,41.454,85.328,0.648,17.33,15.172,7.646,19.242,101.5542,121.238,55.254,2.949,16.682,35.91,31.768,41.207,121.238,34.931,103.908
C_2993,alive,1999,9.983,24.52,0.565,1.57,7.169,0.649,1.876,4.9454,32.687,14.575,2.114,1.005,8.167,2.827,-0.4,32.687,4.948,31.117
C_2993,alive,2000,10.759,24.186,0.613,1.25,7.393,0.522,2.941,4.1011,31.451,15.727,2.266,0.637,7.265,3.371,0.063,31.451,5.637,30.201
C_2993,alive,2003,7.427,17.581,0.776,-1.657,5.781,-2.754,1.226,4.185,21.503,11.544,1.071,-2.433,3.922,4.174,-3.697,21.503,5.245,23.16
C_2996,alive,1999,16.59,16.292,1.035,-0.546,6.253,-2.249,7.112,82.4672,24.768,20.674,0.643,-1.581,8.476,9.122,-25.771,24.768,9.765,25.314
C_3000,alive,2001,6.182,8.489,0.684,1.688,1.474,0.635,1.873,9.1814,14.949,10.771,58.9395,1.004,6.46,1.967,0.566,14.949,2.406,13.261
C_3000,alive,2009,6.369,13.681,0.267,2.777,1.644,1.571,2.492,16.7414,20.999,7.796,58.9395,2.51,7.318,2.513,0.215,20.999,2.513,18.222
C_3000,alive,2010,7.152,14.503,0.221,3.788,1.727,2.307,2.876,26.1598,22.879,8.57,58.9395,3.567,8.376,2.478,1.018,22.879,2.478,19.091
C_3000,alive,2011,7.793,15.967,0.23,3.944,2.322,2.392,2.7,25.4647,24.835,9.227,0.706,3.714,8.868,3.286,1.936,24.835,4.005,20.891
C_3000,alive,2012,8.014,18.13,0.232,4.774,2.091,2.889,3.373,29.4547,27.96,9.386,1.214,4.542,9.83,2.479,2.892,27.96,3.707,23.186
C_3000,alive,2013,9.26,18.29,0.23,5.449,2.107,3.328,3.744,62.208,28.867,10.925,0.812,5.219,10.577,2.807,4.431,28.867,3.671,23.418
C_3000,alive,2014,11.05,19.732,0.238,6.228,2.793,3.847,3.63,65.4146,31.462,12.605,0.393,5.99,11.73,3.24,6.102,31.462,3.68,25.234
C_3000,alive,2016,13.038,22.746,0.374,6.742,3.438,4.226,4.55,71.8278,35.694,15.151,58.9395,6.368,12.948,2.737,9.458,35.694,2.87,28.952
C_3000,alive,2017,16.853,25.149,0.366,7.474,4.136,5.087,5.879,82.089,38.993,22.287,2.912,7.108,13.844,3.766,11.979,38.993,7.485,31.519
C_3000,alive,2018,19.058,26.553,0.556,8.584,4.143,6.266,6.253,91.3881,41.838,25.302,2.18,8.028,15.285,3.922,15.359,41.838,7.12,33.254
C_3004,alive,1999,64.561,66.491,2.067,8.563,30.644,3.817,23.979,57.6912,107.921,80.106,2.764,6.496,41.43,6.827,28.582,107.921,10.68,99.358
C_3004,alive,2000,70.643,74.361,2.602,14.983,37.526,6.597,28.381,96.6789,125.947,87.371,3.293,12.381,51.586,10.647,34.263,125.947,15.397,110.964
C_3004,alive,2001,71.045,73.323,3.125,9.286,35.841,2.828,29.957,65.477,124.727,93.656,3.166,6.161,51.404,14.118,37.022,124.727,18.662,115.441
C_3004,alive,2002,84.195,73.263,3.834,8.744,41.188,2.509,35.639,68.6297,127.545,102.975,2.921,4.91,54.282,21.03,40.387,127.545,25.39,118.801
C_3007,alive,1999,36.477,94.254,3.063,19.04,11.866,9.697,21.327,89.2256,128.035,58.656,6.63,15.977,33.781,17.246,25.859,128.035,25.038,108.995
C_3007,alive,2000,47.358,116.768,3.465,24.292,15.14,12.794,28.247,101.9331,154.982,76.818,5.853,20.827,38.214,31.902,36.989,154.982,39.806,130.69
C_3009,alive,2007,5.642,2.282,0.495,4.515,1.333,3.689,0.616,39.663,9.54,20.53,58.9395,4.02,7.258,3.297,11.933,9.54,4.355,5.025
C_3009,alive,2008,11.174,3.419,0.736,6.437,2.372,4.756,2.519,25.9454,13.4,39.442,58.9395,5.701,9.981,11.471,17.958,13.4,13.001,6.963
C_3009,alive,2009,17.615,2.976,1.209,2.454,2.085,1.96,3.295,38.6432,10.561,67.318,13.756,1.245,7.585,15.957,19.817,10.561,32.787,8.107
C_3009,alive,2010,21.181,6.802,2.369,9.182,4.652,4.503,6.469,25.3061,21.776,82.227,17.965,6.813,14.974,14.433,25.343,21.776,40.643,12.594
C_3016,alive,1999,2.269,7.396,0.303,-1.714,23.397,-4.125,2.006,7.78,9.585,3.111,58.9395,-2.017,2.189,3.004,-12.91,9.585,3.004,11.299
C_3018,alive,1999,6.734,10.492,0.155,1.791,3.241,0.88,2.918,3.7744,18.098,7.633,58.9395,1.636,7.606,2.465,2.548,18.098,2.498,16.307
C_3018,alive,2000,7.863,11.923,0.117,1.446,3.672,0.749,3.509,5.0943,20.032,8.755,58.9395,1.329,8.109,2.996,3.297,20.032,3.03,18.586
C_3018,alive,2001,8.0,13.099,0.086,1.29,3.716,0.666,3.435,4.238,21.42,8.739,58.9395,1.204,8.321,1.908,3.963,21.42,2.51,20.13
C_3018,alive,2002,8.834,15.038,0.095,2.161,3.747,1.109,3.596,5.5385,24.702,9.816,58.9395,2.066,9.664,2.031,5.073,24.702,2.694,22.541
C_3018,alive,2003,9.321,15.384,0.103,1.497,4.07,0.808,3.611,8.6085,26.041,10.551,58.9395,1.394,10.657,2.111,5.855,26.041,2.726,24.544
C_3018,alive,2004,9.54,14.928,0.115,0.708,4.671,0.368,2.795,6.2423,24.589,10.684,58.9395,0.593,9.661,1.597,6.266,24.589,2.278,23.881
C_3021,alive,1999,33.785,97.18,1.153,5.153,18.445,2.227,14.359,15.673,126.469,44.842,17.499,4.0,29.289,15.713,-30.173,126.469,33.212,121.316
C_3021,alive,2000,41.11,105.674,1.307,2.033,23.833,-1.478,15.976,6.0081,136.433,54.582,24.494,0.726,30.759,19.94,-31.651,136.433,44.434,134.4
C_3021,alive,2001,43.736,121.561,1.433,3.53,25.987,0.419,16.858,4.9133,155.49,56.63,23.728,2.097,33.929,22.336,-31.232,155.49,46.064,151.96
C_3021,alive,2002,42.072,125.684,1.262,3.952,24.997,0.62,15.202,4.0481,161.822,52.728,22.075,2.69,36.138,19.467,-30.612,161.822,41.542,157.87
C_3021,alive,2003,48.292,135.795,0.982,5.434,27.833,2.395,18.12,15.4875,174.353,58.727,22.731,4.452,38.558,22.411,-28.74,174.353,45.669,168.919
C_3021,alive,2004,57.494,152.908,0.914,8.244,32.573,4.211,20.768,44.0289,199.553,67.704,27.611,7.33,46.645,22.119,-24.529,199.553,50.0,191.309
C_3021,alive,2005,64.507,155.981,0.889,6.023,38.264,2.754,22.38,42.0,204.312,76.036,24.532,5.134,48.331,30.018,-21.775,204.312,54.89,198.289
C_3021,alive,2006,71.252,178.607,1.008,12.002,43.516,5.742,23.33,55.8761,239.643,83.16,25.987,10.994,61.036,29.56,-16.121,239.643,55.874,227.641
C_3025,alive,2000,3.971,6.8,0.256,0.366,1.088,0.127,1.317,21.1513,7.166,4.669,58.9395,0.11,0.366,2.205,-3.354,7.166,2.205,6.8
C_3025,alive,2001,2.37,8.88,0.332,-1.885,0.512,-2.1,1.262,34.54,6.995,3.595,0.377,-2.217,-1.885,2.741,-5.454,6.995,3.118,8.88
C_3025,alive,2002,8.515,8.545,0.511,0.902,0.841,0.647,1.028,29.3503,9.447,9.682,0.223,0.391,0.902,1.98,-4.734,9.447,2.203,8.545
C_3028,failed,1999,82.871,111.723,5.86,15.77,12.344,6.924,20.886,515.452,147.408,126.93,58.9395,9.91,35.685,22.018,33.709,147.408,25.71,131.638
C_3030,alive,1999,43.163,44.16,3.758,9.775,27.521,3.226,13.356,55.0348,77.96,72.36,27.817,6.017,33.8,9.229,14.262,77.96,39.67,68.185
C_3030,alive,2000,41.975,56.337,4.486,7.946,25.273,0.827,14.443,43.8075,91.448,71.447,24.012,3.46,35.111,9.528,14.993,91.448,36.674,83.502
C_3030,alive,2001,37.602,61.17,4.768,14.707,20.824,6.736,15.113,199.9134,104.036,66.659,5.727,9.939,42.866,10.69,21.7,104.036,19.001,89.329
C_3031,alive,2011,7.379,6.124,0.217,1.654,3.918,0.869,1.648,11.3862,15.529,7.919,58.9395,1.437,9.405,1.75,3.276,15.529,1.858,13.875
C_3031,alive,2015,10.844,7.971,0.211,1.846,2.842,0.888,2.583,17.7555,20.324,11.437,58.9395,1.635,12.353,1.782,5.708,20.324,1.946,18.478
C_3031,alive,2017,10.189,7.886,0.126,0.367,3.138,-0.378,3.255,14.2856,19.77,10.65,58.9395,0.241,11.884,1.731,4.427,19.77,1.731,19.403
C_3031,alive,2018,10.304,8.8,0.18,0.524,4.234,0.17,2.342,19.9719,22.075,10.963,58.9395,0.344,13.275,1.996,4.188,22.075,1.996,21.551
C_3051,alive,1999,50.933,31.696,2.219,13.748,23.397,1.374,27.616,272.616,77.44,70.878,3.497,11.529,45.744,16.608,-12.322,77.44,20.355,63.692
C_3051,alive,2000,43.789,25.4,2.947,5.495,23.397,-0.554,29.14,67.7171,61.542,60.781,4.156,2.548,36.142,18.225,-10.376,61.542,22.604,56.047
C_3051,alive,2002,24.622,14.312,2.707,0.298,23.397,-1.415,12.053,26.1632,38.735,37.705,1.914,-2.409,24.423,15.258,-25.897,38.735,17.172,38.437
C_3051,alive,2003,28.723,20.637,2.726,1.117,23.397,-3.643,11.057,37.3919,47.385,37.071,0.982,-1.609,26.748,20.147,-30.609,47.385,21.129,46.268
C_3051,alive,2004,32.094,19.778,2.212,7.541,23.397,0.507,10.961,50.118,49.942,38.788,58.9395,5.329,30.164,21.646,-30.102,49.942,21.69,42.401
C_3052,alive,2014,55.23,137.342,8.472,17.986,0.929,-0.032,3.187,290.3413,174.619,158.622,2.478,9.514,37.277,16.695,-0.032,174.619,41.665,156.633
C_3056,alive,2012,11.763,18.424,1.773,1.903,2.779,-2.454,7.14,13.1976,29.034,31.499,2.936,0.13,10.61,5.766,-41.183,29.034,8.702,27.131
C_3056,alive,2013,16.614,19.454,1.583,1.37,6.101,-0.595,4.979,31.4377,29.593,38.302,3.218,-0.213,10.139,4.705,-41.778,29.593,7.923,28.223
C_3056,alive,2014,22.015,18.61,1.599,0.768,9.935,-5.803,6.488,12.104,28.63,34.72,58.9395,-0.831,10.02,9.754,-47.581,28.63,9.754,27.862
C_3056,alive,2015,16.823,15.802,1.704,-0.067,4.471,-1.841,7.849,7.1903,24.848,28.538,58.9395,-1.771,9.046,4.955,-49.422,24.848,4.955,24.915
C_3056,alive,2016,17.094,15.032,1.532,0.68,1.077,0.164,5.945,20.7494,25.384,28.429,58.9395,-0.852,10.352,5.127,-49.258,25.384,5.127,24.704
C_3056,alive,2017,10.325,9.854,1.348,0.511,0.925,-0.116,4.142,12.4955,19.478,23.97,58.9395,-0.837,9.624,2.123,-49.374,19.478,2.123,18.967
C_3061,alive,2001,8.305,2.932,4.024,14.536,23.397,7.738,5.517,43.8226,23.991,31.722,58.9395,10.512,21.059,3.523,3.6,23.991,6.702,9.455
C_3061,alive,2002,8.787,4.432,8.594,18.89,23.397,6.577,5.221,30.1132,28.918,51.84,18.104,10.296,24.486,4.859,9.577,28.918,26.741,10.028
C_3061,alive,2004,5.253,3.931,6.989,11.187,23.397,7.7,4.716,81.8682,27.688,45.511,7.089,4.198,23.757,2.22,11.721,27.688,9.394,16.501
C_3061,alive,2007,38.182,1.672,3.459,3.392,0.334,-2.695,23.674,579.3699,18.688,153.936,20.0,-0.067,17.016,42.269,20.393,18.688,63.132,15.296
C_3062,alive,1999,38.294,28.193,0.727,6.741,23.397,3.716,13.053,205.965,39.579,42.14,0.714,6.014,11.386,7.983,11.377,39.579,8.697,32.838
C_3062,alive,2000,83.472,28.489,1.048,4.411,23.397,4.177,15.758,156.7239,40.455,88.911,0.26,3.363,11.966,6.953,15.901,40.455,7.213,36.044
C_3062,alive,2005,98.723,68.963,1.906,12.915,2.223,6.301,37.545,215.6467,97.725,149.196,58.9395,11.009,28.762,28.384,28.619,97.725,28.51,84.81
C_3062,alive,2006,98.866,76.895,2.369,20.648,3.849,12.339,30.293,345.0166,116.531,166.851,58.9395,18.279,39.636,24.149,36.702,116.531,24.149,95.883
C_3063,alive,2014,23.403,2.246,0.21,-1.417,23.397,-3.031,1.128,61.6499,7.117,28.559,58.9395,-1.627,4.871,4.265,-5.012,7.117,12.932,8.534
C_3063,alive,2017,6.657,3.312,2.017,-0.727,23.397,-3.275,1.311,67.3866,25.164,16.91,1.0,-2.744,21.852,4.967,-32.259,25.164,12.011,25.891
C_3063,alive,2018,11.711,4.31,1.556,2.359,23.397,0.253,1.363,114.3418,31.789,23.526,58.9395,0.803,27.479,8.738,-35.751,31.789,21.165,29.43
C_3068,alive,1999,31.862,54.587,2.111,2.744,13.751,3.189,13.211,37.1683,80.51,50.46,14.206,0.633,25.923,13.92,-11.138,80.51,29.045,77.766
C_3071,alive,2007,8.418,13.561,1.148,2.918,3.002,1.287,2.759,18.6586,19.488,17.84,58.9395,1.77,5.927,1.855,8.99,19.488,1.994,16.57
C_3071,alive,2008,9.475,16.805,1.399,2.341,3.728,0.361,2.705,5.376,22.482,18.489,58.9395,0.942,5.677,2.035,9.236,22.482,2.351,20.141
C_3071,alive,2009,10.743,16.163,1.395,1.95,2.957,0.374,3.819,9.2395,21.14,18.747,58.9395,0.555,4.977,1.821,9.611,21.14,2.193,19.19
C_3071,alive,2010,11.459,17.343,1.375,2.03,3.069,0.515,3.82,15.6014,23.359,20.329,58.9395,0.655,6.016,2.556,9.833,23.359,2.904,21.329
C_3071,alive,2011,9.01,18.048,1.601,0.467,3.27,-1.337,3.501,9.0959,24.257,19.227,58.9395,-1.134,6.209,2.892,8.151,24.257,3.375,23.79
C_3071,alive,2012,7.078,16.437,1.412,-0.328,2.415,-6.138,3.182,6.2192,20.643,16.96,0.991,-1.74,4.206,5.936,1.882,20.643,7.263,20.971
C_3071,alive,2013,8.404,16.864,1.444,0.487,2.335,-3.538,3.804,8.6287,21.341,16.353,4.911,-0.957,4.477,4.924,-1.656,21.341,10.007,20.854
C_3071,alive,2014,6.78,17.956,1.476,2.43,2.514,0.659,3.537,21.3906,24.07,15.103,1.776,0.954,6.114,5.471,-0.996,24.07,7.858,21.64
C_3071,alive,2015,5.803,16.868,1.465,1.107,2.119,-0.429,2.798,15.355,21.495,13.382,2.933,-0.358,4.627,3.294,-1.469,21.495,6.499,20.388
C_3071,alive,2016,6.331,15.198,1.541,1.039,3.06,-0.712,2.277,10.7198,19.638,13.647,2.402,-0.502,4.44,4.801,-2.181,19.638,7.36,18.599
C_3071,alive,2017,7.426,16.199,1.611,0.686,3.413,-1.355,2.595,9.9365,20.103,13.925,3.979,-0.925,3.904,4.878,-3.536,20.103,8.857,19.417
C_3071,alive,2018,7.091,15.737,1.504,0.778,3.685,-1.098,2.326,7.6103,19.565,12.281,3.558,-0.726,3.828,4.635,-4.648,19.565,8.193,18.787
C_3072,alive,2014,34.838,77.568,1.436,6.512,17.421,4.237,14.683,33.0073,98.323,52.884,8.498,5.076,20.755,30.405,-25.836,98.323,42.406,91.811
C_3072,alive,2015,36.561,76.242,1.571,8.811,17.528,4.952,14.232,55.2704,99.762,58.274,10.218,7.24,23.52,29.976,-21.656,99.762,44.006,90.951
C_3072,alive,2016,35.434,75.788,1.727,9.773,17.046,4.5,14.581,61.8024,100.377,58.668,7.84,8.046,24.589,30.206,-18.853,100.377,41.768,90.604
C_3072,alive,2017,37.088,77.84,1.886,6.431,19.77,-3.102,15.205,27.4743,98.138,62.654,7.917,4.545,20.298,35.975,-20.652,98.138,47.261,91.707
C_3072,alive,2018,33.897,80.427,2.196,5.744,19.46,-1.859,12.442,28.035,99.561,60.767,9.682,3.548,19.134,34.824,-22.839,99.561,47.261,93.817
C_3075,alive,2015,40.44,108.126,3.903,15.043,14.586,5.029,20.535,118.5571,143.31,99.921,28.694,11.14,35.184,17.393,3.651,143.31,51.908,128.267
C_3075,alive,2016,47.196,129.026,5.502,18.707,16.732,6.684,27.671,141.912,170.463,122.537,48.205,13.205,41.437,20.437,4.524,170.463,72.478,151.756
C_3075,alive,2017,49.573,133.32,6.32,17.645,16.33,6.487,27.85,72.4044,175.288,122.805,49.765,11.325,41.968,19.725,5.16,175.288,71.923,157.643
C_3075,alive,2018,52.021,133.312,6.63,16.935,16.286,3.699,31.814,41.2674,174.91,123.287,52.573,10.305,41.598,19.136,2.996,174.91,74.399,157.975
C_3080,alive,2001,24.203,16.243,0.532,3.586,23.397,5.821,0.91,16.2268,20.747,24.802,58.9395,3.054,4.504,3.378,-11.495,20.747,5.427,17.161
C_3080,alive,2002,24.084,101.956,1.715,11.956,23.397,5.684,19.473,43.261,113.912,90.138,36.752,10.241,11.956,21.715,-4.277,113.912,59.589,101.956
C_3087,alive,1999,54.912,10.696,0.29,2.056,38.634,2.638,6.16,267.5157,17.462,61.117,58.9395,1.766,6.766,2.275,-12.971,17.462,2.275,15.406
C_3087,alive,2000,89.763,9.286,0.273,-0.672,51.489,0.505,6.581,313.5154,14.585,102.354,58.9395,-0.945,5.299,3.829,-12.51,14.585,3.829,15.257
C_3089,alive,2015,43.694,39.442,6.482,9.466,23.076,1.2,10.922,96.922,84.527,153.981,58.9395,2.984,45.085,10.813,0.552,84.527,12.968,75.061
C_3091,alive,1999,8.735,13.769,0.93,-0.782,5.626,-1.715,2.749,5.0738,18.052,16.077,2.686,-1.712,4.283,8.031,-0.544,18.052,10.717,18.834
C_3091,alive,2000,14.858,26.298,0.995,-0.073,6.984,-0.843,7.237,4.2281,30.476,21.233,2.135,-1.068,4.178,14.581,-1.387,30.476,16.716,30.549
C_3091,alive,2001,17.049,44.796,0.962,2.467,8.666,1.008,8.329,8.7269,52.147,22.917,1.675,1.505,7.351,15.717,-0.379,52.147,17.392,49.68
C_3093,alive,2011,22.981,10.439,0.138,5.119,2.736,5.023,5.098,59.8919,26.506,24.501,58.9395,4.981,16.067,3.949,-65.399,26.506,4.226,21.387
C_3093,alive,2012,22.932,7.22,0.094,1.371,3.112,1.462,5.518,44.9999,14.792,24.405,58.9395,1.277,7.572,1.619,-63.936,14.792,1.983,13.421
C_3093,alive,2013,26.355,8.697,0.146,1.112,4.588,1.263,4.958,47.7065,17.088,27.559,58.9395,0.966,8.391,2.651,-62.674,17.088,2.798,15.976
C_3093,alive,2014,32.598,10.619,0.21,3.532,3.896,3.327,4.284,90.0696,24.591,33.779,58.9395,3.322,13.972,4.918,-59.346,24.591,5.076,21.059
C_3093,alive,2015,27.176,8.017,0.238,1.457,4.926,9.688,2.116,54.9397,16.784,39.672,58.9395,1.219,8.767,1.574,-49.659,16.784,1.723,15.327
C_3093,alive,2016,25.171,8.521,0.168,-0.287,4.764,-1.282,3.409,59.466,16.361,36.814,58.9395,-0.455,7.84,2.078,-51.897,16.361,2.243,16.648
C_3093,alive,2017,29.086,9.883,0.153,-0.063,5.257,-0.877,5.933,68.4965,20.314,38.858,58.9395,-0.216,10.431,3.674,-52.773,20.314,3.674,20.377
C_3095,alive,1999,13.824,19.415,0.846,1.979,23.397,-2.217,3.555,26.0453,33.55,28.258,58.9395,1.133,14.135,4.237,9.68,33.55,10.151,31.571
C_3095,alive,2000,12.799,17.254,0.941,2.469,23.397,1.095,3.477,16.9487,31.017,27.06,58.9395,1.528,13.763,3.523,10.116,31.017,8.574,28.548
C_3095,alive,2001,14.421,18.729,0.993,0.798,23.397,0.074,3.719,15.7604,30.734,26.523,58.9395,-0.195,12.005,4.797,9.594,30.734,8.884,29.936
C_3096,alive,2000,14.102,33.23,5.42,5.427,23.397,-4.184,11.477,4.6845,45.699,42.875,58.9395,0.007,12.469,58.653,-35.066,45.699,58.753,40.272
C_3096,alive,2001,17.366,48.994,6.629,18.215,23.397,5.04,13.807,4.9968,76.107,50.481,37.137,11.586,27.113,16.829,-30.026,76.107,61.128,57.892
C_3096,alive,2005,23.106,43.495,5.208,20.552,23.397,8.209,20.214,28.0572,73.667,101.634,73.155,15.344,30.172,16.944,-36.698,73.667,117.205,53.115
C_3098,failed,2000,1.63,2.943,0.888,-1.411,23.397,-3.367,0.757,33.1616,3.356,21.057,6.479,-2.299,0.413,3.615,-22.868,3.356,10.094,4.767
C_3098,failed,2001,3.595,5.107,3.331,4.492,23.397,0.345,1.945,51.336,12.36,29.832,6.396,1.161,7.253,5.155,-22.531,12.36,11.551,7.868
C_3098,failed,2003,8.667,9.479,5.79,8.526,23.397,1.257,4.41,106.6499,23.703,86.847,22.175,2.736,14.224,15.901,-27.972,23.703,38.944,15.177
C_3098,failed,2004,14.953,10.008,9.914,13.781,1.35,5.056,9.092,517.1122,36.376,272.704,69.63,3.867,26.368,14.29,-22.198,36.376,86.462,22.595
C_3102,alive,1999,28.727,19.058,0.508,4.458,11.954,2.129,4.372,16.6913,35.263,60.716,10.419,3.95,16.205,4.058,27.023,35.263,15.92,30.805
C_3102,alive,2001,20.116,15.849,0.395,1.259,9.286,0.608,2.154,12.858,28.471,57.062,7.758,0.864,12.622,4.067,26.592,28.471,13.361,27.212
C_3102,alive,2002,20.284,14.873,0.334,1.834,7.624,-6.259,1.516,14.7438,25.216,47.655,6.396,1.5,10.343,3.514,19.98,25.216,10.566,23.382
C_3102,alive,2003,23.029,13.87,0.288,1.764,7.497,0.76,1.445,18.4727,25.386,48.063,4.348,1.476,11.516,5.085,20.388,25.386,10.566,23.622
C_3102,alive,2004,15.014,14.15,0.137,-0.108,7.165,-2.176,1.962,18.6575,24.001,34.719,3.238,-0.245,9.851,3.276,9.117,24.001,8.002,24.109
C_3102,alive,2005,16.853,13.623,0.144,-0.077,6.148,-0.172,1.455,15.0138,22.312,32.778,58.9395,-0.221,8.689,5.24,8.593,22.312,6.584,22.389
C_3102,alive,2006,15.019,12.652,0.143,0.982,4.792,-3.602,1.717,15.8918,21.836,26.766,1.11,0.839,9.184,3.325,4.641,21.836,4.435,20.854
C_3102,alive,2007,16.013,10.698,0.182,1.422,4.24,0.968,1.43,14.487,20.561,26.304,58.9395,1.24,9.863,3.266,5.258,20.561,3.266,19.139
C_3102,alive,2008,14.353,9.438,0.144,0.941,5.162,0.698,0.976,8.3629,18.537,25.586,0.326,0.797,9.099,2.058,5.606,18.537,2.384,17.596
C_3102,alive,2009,14.249,9.797,0.142,1.015,5.698,0.853,0.906,10.5274,18.013,25.341,0.222,0.873,8.216,1.884,6.127,18.013,2.106,16.998
C_3102,alive,2010,14.048,10.668,0.129,1.087,6.32,0.933,0.915,9.5152,19.574,26.953,0.301,0.958,8.906,1.903,7.521,19.574,2.204,18.487
C_3103,alive,2008,44.31,127.144,1.755,16.256,14.544,8.997,2.602,52.205,161.481,77.713,58.9395,14.501,34.337,33.846,21.971,161.481,33.846,145.225
C_3104,alive,1999,7.629,8.38,0.361,2.536,3.415,1.438,2.826,52.7975,14.747,8.742,58.9395,2.175,6.367,3.984,-4.637,14.747,3.984,12.211
C_3106,alive,1999,19.748,6.089,4.121,3.13,0.57,-5.852,6.48,68.0334,56.962,42.383,5.797,-0.991,50.873,14.143,-8.356,56.962,19.951,53.832
C_3106,alive,2001,9.503,3.721,2.234,1.852,0.43,-1.634,6.549,15.67,30.171,18.927,58.9395,-0.382,26.45,17.059,-32.372,30.171,17.262,28.319
C_3108,alive,2003,8.047,11.178,0.342,0.541,1.856,0.115,4.526,35.2864,15.47,18.033,7.21,0.199,4.292,4.689,-6.554,15.47,11.899,14.929
C_3108,alive,2004,35.044,51.258,1.109,3.712,11.625,2.402,15.894,88.052,66.882,51.569,12.628,2.603,15.624,25.87,-4.083,66.882,38.751,63.17
C_3108,alive,2005,42.628,92.387,1.363,1.024,10.996,-2.317,21.358,66.528,113.096,65.086,11.516,-0.339,20.709,41.428,-6.313,113.096,53.013,112.072
C_3108,alive,2006,48.824,126.209,2.249,5.919,11.261,2.219,25.731,45.7751,157.113,74.285,27.679,3.67,30.904,25.441,-4.354,157.113,53.335,151.194
C_3108,alive,2007,48.388,127.814,2.209,1.639,7.935,-7.286,21.157,27.3408,158.349,88.355,8.717,-0.57,30.535,64.284,-12.04,158.349,74.03,156.71
C_3108,alive,2010,10.092,48.068,0.77,1.58,23.397,1.171,2.247,5.2235,60.694,29.341,0.417,0.81,12.626,8.88,-30.794,60.694,9.732,59.114
C_3108,alive,2011,13.435,51.518,0.622,2.471,23.397,1.851,2.639,6.5108,64.335,29.797,58.9395,1.849,12.817,10.804,-29.511,64.335,11.384,61.864
C_3109,alive,2015,14.728,36.244,1.246,1.664,0.51,-0.791,0.248,76.625,44.057,48.228,1.104,0.418,7.813,7.258,-20.804,44.057,9.971,42.393
C_3109,alive,2017,6.066,66.125,2.897,1.452,0.847,-2.255,0.586,33.5529,79.08,55.153,5.339,-1.445,12.955,6.916,-24.38,79.08,17.869,77.628
C_3109,alive,2018,6.381,82.494,3.705,4.042,1.004,-1.034,1.749,58.0367,99.24,60.95,7.472,0.337,16.746,8.335,-25.414,99.24,23.729,95.198
C_3113,alive,2011,7.682,4.077,0.915,2.526,3.441,1.364,4.049,9.732,10.3,21.665,0.958,1.611,6.223,1.404,-5.206,10.3,2.362,7.774
C_3117,failed,1999,26.306,49.811,0.867,-0.856,15.152,-4.496,8.876,15.5728,55.593,32.395,8.187,-1.723,5.782,20.481,-25.155,55.593,29.168,56.449
C_3117,failed,2001,20.506,62.558,1.021,3.31,8.533,1.476,10.382,35.2637,71.936,27.72,9.514,2.289,9.378,19.016,-30.152,71.936,29.226,68.626
C_3119,alive,1999,4.413,6.059,0.561,2.391,2.624,1.308,1.603,7.1583,10.581,12.668,10.845,1.83,4.522,4.182,-2.685,10.581,15.027,8.19
C_3119,alive,2000,4.54,7.256,0.635,2.21,2.95,1.35,1.048,10.5648,11.553,12.814,8.83,1.575,4.297,2.993,-1.335,11.553,11.823,9.343
C_3119,alive,2001,8.619,5.81,0.725,2.864,3.156,1.83,4.367,11.2251,12.091,15.666,3.82,2.139,6.281,8.689,0.19,12.091,13.15,9.227
C_3119,alive,2002,9.81,7.664,0.789,12.415,4.937,7.196,4.466,135.2928,25.126,16.709,3.343,11.626,17.462,2.919,7.386,25.126,6.943,12.711
C_3119,alive,2003,21.158,15.313,0.945,20.261,8.176,11.667,8.516,469.4094,42.487,29.063,2.38,19.316,27.174,3.973,19.052,42.487,7.465,22.226
C_3119,alive,2004,39.977,25.666,2.506,23.356,12.813,13.215,15.356,361.6065,63.781,123.019,8.104,20.85,38.115,11.054,32.267,63.781,20.772,40.425
